   3.9000000e+02  -5.0355732e-02
   3.9150000e+02  -6.0097062e-02
   3.9300000e+02  -4.1900914e-02
   3.9450000e+02  -5.0984705e-02
   3.9600000e+02  -5.9913454e-02
   3.9750000e+02  -2.8423924e-02
   3.9900000e+02  -5.9584211e-02
   4.0050000e+02  -3.9888809e-02
   4.0200000e+02  -2.9395818e-02
   4.0350000e+02  -3.9494445e-02
   4.0500000e+02  -4.7647494e-02
   4.0650000e+02  -6.0379998e-02
   4.0800000e+02  -3.1230341e-02
   4.0950000e+02  -3.8165838e-02
   4.1100000e+02  -7.5622692e-02
   4.1250000e+02  -5.0017512e-02
   4.1400000e+02  -4.5729500e-02
   4.1550000e+02  -7.7669655e-02
   4.1700000e+02  -2.4606405e-02
   4.1850000e+02  -7.1331837e-02
   4.2000000e+02  -1.3207456e-02
   4.2150000e+02  -3.1626148e-02
   4.2300000e+02  -3.2474784e-02
   4.2450000e+02  -8.8407971e-02
   4.2600000e+02  -7.0241664e-02
   4.2750000e+02  -2.8772630e-02
   4.2900000e+02  -3.6967024e-02
   4.3050000e+02  -1.0156249e-01
   4.3200000e+02  -6.8313726e-02
   4.3350000e+02  -3.1757509e-02
   4.3500000e+02  -5.3368186e-02
   4.3650000e+02  -5.7263807e-02
   4.3800000e+02  -2.2955147e-02
   4.3950000e+02  -1.4791657e-02
   4.4100000e+02  -2.5318845e-02
   4.4250000e+02  -9.5389436e-02
   4.4400000e+02  -8.1261082e-02
   4.4550000e+02  -6.4738009e-02
   4.4700000e+02  -4.9400040e-02
   4.4850000e+02  -2.4539832e-02
   4.5000000e+02  -4.2233160e-03
   4.5150000e+02  -4.6929076e-02
   4.5300000e+02  -7.2642601e-02
   4.5450000e+02  -6.3754973e-02
   4.5600000e+02  -4.8675706e-02
   4.5750000e+02  -7.9021939e-02
   4.5900000e+02  -5.5083925e-02
   4.6050000e+02  -3.6009153e-02
   4.6200000e+02  -8.1983596e-03
   4.6350000e+02  -2.9916376e-02
   4.6500000e+02  -5.9044172e-02
   4.6650000e+02  -4.3490764e-02
   4.6800000e+02  -1.0836674e-01
   4.6950000e+02  -7.1644949e-02
   4.7100000e+02  -1.0804311e-01
   4.7250000e+02  -1.1447560e-02
   4.7400000e+02  -9.0664965e-02
   4.7550000e+02  -7.4388495e-02
   4.7700000e+02  -8.8807163e-02
   4.7850000e+02  -7.2401299e-02
   4.8000000e+02  -3.9412077e-02
   4.8150000e+02  -8.4136980e-02
   4.8300000e+02  -4.4777781e-02
   4.8450000e+02  -1.4866512e-01
   4.8600000e+02  -8.0272656e-02
   4.8750000e+02  -5.4824787e-02
   4.8900000e+02  -1.2024889e-02
   4.9050000e+02   1.9348601e-02
   4.9200000e+02  -8.3894270e-02
   4.9350000e+02  -4.1574766e-02
   4.9500000e+02  -6.1091208e-02
   4.9650000e+02  -6.0443247e-02
   4.9800000e+02  -8.2201864e-02
   4.9950000e+02  -7.5303486e-02
   5.0100000e+02  -4.4809906e-02
   5.0250000e+02   8.2221559e-03
   5.0400000e+02  -6.7588087e-02
   5.0550000e+02  -3.2499463e-02
   5.0700000e+02  -2.1981456e-02
   5.0850000e+02  -4.2326208e-02
   5.1000000e+02  -7.7852126e-02
   5.1150000e+02  -7.8061950e-02
   5.1300000e+02   2.6907175e-02
   5.1450000e+02  -9.2260964e-02
   5.1600000e+02  -9.1590453e-02
   5.1750000e+02  -4.0017561e-03
   5.1900000e+02  -1.8189326e-02
